Delivery_person_Age,Delivery_person_Ratings,distance,order_preparation_time,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
33.0,4.9,4.0,5.0,Sandstorms,Medium,1,motorcycle,1.0,No,Urban,34
39.0,4.9,7.0,1220.0,Sunny,Medium,2,scooter,0.0,No,Metropolitian,20
39.0,4.5,1.0,760.0,Windy,Low,1,scooter,0.0,No,Urban,20
30.0,4.3,17.0,15.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,46
33.0,4.8,19.0,15.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,38
26.0,4.8,19.0,10.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,18
29.0,5.0,16.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,20
30.0,4.5,20.0,1305.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,22
32.0,4.7,19.0,5.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,21
36.0,4.8,7.0,5.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,27
25.0,5.0,13.0,45.0,Stormy,Jam,2,electric_scooter,1.0,No,Urban,18
33.0,4.0,9.0,15.0,Stormy,Low,0,motorcycle,1.0,No,Urban,26
24.0,4.5,20.0,15.0,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,13
24.0,4.6,5.0,5.0,Fog,Medium,2,scooter,0.0,No,Urban,12
23.0,4.0,12.0,15.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,33
24.0,4.8,17.0,1360.0,Stormy,Low,2,motorcycle,1.0,No,Urban,19
39.0,4.2,13.0,15.0,Fog,Medium,2,motorcycle,0.0,No,Metropolitian,31
34.0,4.6,1.0,5.0,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,15
27.0,4.6,10.0,5.0,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,28
23.0,5.0,13.0,10.0,Sunny,Jam,1,scooter,1.0,No,Metropolitian,22
22.0,4.6,6.0,15.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,19
23.0,4.6,1.0,5.0,Stormy,Low,2,motorcycle,0.0,No,Metropolitian,11
29.566910587697233,4.6337736972250205,3.0,1415.0,Sunny,Low,2,scooter,1.0,No,Urban,19
22.0,5.0,1.0,10.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,21
22.0,4.9,2.0,5.0,Stormy,Low,1,motorcycle,0.0,No,Urban,12
33.0,4.3,9.0,15.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,31
38.0,4.7,7.0,5.0,Fog,Jam,1,motorcycle,2.0,No,Metropolitian,38
34.0,4.2,13.0,15.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,48
37.0,4.7,7.0,15.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,22
35.0,4.9,7.0,15.0,Sunny,Jam,1,scooter,1.0,No,Urban,24
21.0,4.6,6.0,405.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,16
29.0,4.6,9.0,1220.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,24
35.0,4.8,7.0,15.0,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,27
31.0,4.1,1.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Urban,33
37.0,4.8,9.0,135.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,23
29.566910587697233,4.6337736972250205,6.0,1020.0,Windy,High,1,motorcycle,0.0,No,Metropolitian,11
35.0,4.8,1.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,20
32.0,3.9,10.0,5.0,Sandstorms,Medium,2,electric_scooter,2.0,No,Urban,38
28.0,5.0,12.0,1280.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,29
28.0,4.6,3.0,5.0,Fog,High,2,electric_scooter,1.0,No,Metropolitian,30
29.566910587697233,4.6337736972250205,16.0,5.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,44
22.0,4.3,4.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Urban,23
34.0,4.6,1.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,28
39.0,4.8,4.0,15.0,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,27
21.0,4.7,1.0,790.0,Fog,Low,2,motorcycle,1.0,No,Metropolitian,13
36.0,4.8,14.0,1280.0,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,30
35.0,4.9,10.0,10.0,Fog,Low,2,scooter,1.0,No,Metropolitian,30
25.0,4.7,19.0,1280.0,Stormy,Medium,1,scooter,1.0,No,Metropolitian,21
26.0,5.0,4.0,10.0,Stormy,Jam,0,motorcycle,1.0,No,Urban,29
32.0,4.0,3.0,15.0,Windy,High,2,scooter,1.0,No,Metropolitian,32
35.0,4.6,6.0,345.0,Stormy,Medium,1,scooter,1.0,No,Urban,30
31.0,5.0,13.0,75.0,Sunny,Low,1,motorcycle,0.7446345675136238,No,Metropolitian,26
28.0,4.9,1.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,19
33.0,4.9,2.0,5.0,Sunny,Low,2,scooter,1.0,No,Urban,12
26.0,4.6,1.0,5.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,10
32.0,4.7,9.0,10.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,28
34.0,4.7,6.0,15.0,Fog,High,0,motorcycle,1.0,No,Urban,32
33.0,4.6,3.0,640.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,29
35.0,4.7,6.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Urban,28
33.0,4.3,17.0,15.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,40
26.0,4.9,19.0,15.0,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,42
25.0,4.8,12.0,15.0,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,36
34.0,4.9,13.0,15.0,Fog,Jam,1,motorcycle,1.0,No,Urban,40
32.0,5.0,20.0,5.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,25
29.0,4.6,1.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Urban,10
33.0,4.8,16.0,1340.0,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,48
25.0,4.7,7.0,15.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,19
29.566910587697233,4.6337736972250205,9.0,1400.0,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,19
31.0,5.0,7.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,34
38.0,4.8,1.0,765.0,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,22
26.0,4.8,3.0,735.0,Windy,Low,1,motorcycle,0.0,No,Metropolitian,14
26.0,4.0,13.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,37
32.0,4.7,6.0,15.0,Windy,High,0,motorcycle,0.0,No,Urban,35
30.0,4.3,1.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Urban,22
24.0,4.0,6.0,5.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,32
34.0,4.7,1.0,15.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29
25.0,4.6,10.0,1270.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,22
24.0,4.1,7.0,5.0,Sunny,Jam,0,motorcycle,2.0,No,Metropolitian,44
27.0,4.2,12.0,10.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,34
24.0,4.5,4.0,15.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,27
34.0,4.2,8.0,5.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,35
33.0,4.5,1.0,15.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,20
24.0,4.6,6.0,5.0,Cloudy,Medium,2,scooter,1.0,No,Urban,14
37.0,4.8,13.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,33
38.0,3.5,16.0,15.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,34
20.0,4.9,6.0,5.0,Stormy,High,1,motorcycle,0.0,No,Metropolitian,14
32.0,4.1,10.0,15.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,37
21.0,4.0,12.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Urban,31
25.0,4.6,7.0,130.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,12
21.0,4.7,9.0,10.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,25
31.0,4.6,1.0,10.0,Cloudy,Low,2,scooter,1.0,No,Urban,19
36.0,4.9,1.0,10.0,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,22
37.0,4.9,3.0,5.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,28
29.0,4.8,9.0,15.0,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,18
29.566910587697233,4.6337736972250205,3.0,650.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,12
26.0,5.0,19.0,15.0,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,40
29.0,4.7,4.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,27
29.0,4.8,7.0,5.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,18
29.566910587697233,4.6337736972250205,9.0,1330.0,Stormy,Jam,1,motorcycle,0.0,No,Urban,31
28.0,4.6,13.0,10.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,25
29.0,4.8,16.0,10.0,Stormy,Medium,1,scooter,0.0,No,Metropolitian,19
39.0,4.8,7.0,10.0,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,26
30.0,4.6,5.0,970.0,Fog,High,1,scooter,1.0,No,Metropolitian,28
34.0,3.5,10.0,5.0,Fog,Low,2,scooter,0.0,No,Metropolitian,39
24.0,4.8,4.0,15.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,26
34.0,4.7,3.0,15.0,Sunny,Low,2,scooter,0.0,No,Urban,10
22.0,4.8,13.0,1305.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,13
30.0,4.3,10.0,1210.0,Stormy,Medium,2,scooter,2.0,No,Metropolitian,34
21.0,4.8,10.0,35.0,Windy,Jam,2,scooter,0.0,No,Urban,23
22.0,4.5,1.0,5.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,16
30.0,4.5,12.0,5.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,30
36.0,4.6,9.0,40.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,25
30.0,4.9,8.0,225.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,24
37.0,3.7,10.0,10.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,32
20.0,4.8,3.0,15.0,Sandstorms,High,2,scooter,1.0,No,Urban,26
37.0,5.0,3.0,5.0,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,17
31.0,4.9,3.0,580.0,Fog,High,1,scooter,1.0,No,Metropolitian,30
33.0,4.6,16.0,5.0,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,30
29.0,4.8,3.0,15.0,Sunny,Low,0,motorcycle,1.0,No,Urban,15
22.0,5.0,17.0,15.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,35
22.0,4.6,7.0,1215.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,21
25.0,4.8,2.0,645.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,19
28.0,4.8,4.0,1340.0,Windy,Jam,0,motorcycle,0.7446345675136238,No,Metropolitian,24
23.0,4.9,5.0,1040.0,Sandstorms,High,1,motorcycle,0.0,No,Urban,18
29.0,4.6,13.0,15.0,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,30
26.0,4.9,13.0,10.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,21
27.0,4.6,6.0,15.0,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,28
29.0,4.6,7.0,80.0,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,18
36.0,4.8,10.0,135.0,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,28
34.0,4.7,10.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,42
20.0,4.7,9.0,15.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,17
34.0,4.5,10.0,15.0,Fog,Low,2,scooter,0.0,No,Metropolitian,26
34.0,4.6,7.0,15.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,31
38.0,4.8,17.0,15.0,Sunny,Medium,2,motorcycle,0.0,No,Urban,18
35.0,4.8,8.0,15.0,Windy,Jam,2,scooter,0.0,No,Metropolitian,33
29.0,5.0,19.0,10.0,Windy,Jam,2,motorcycle,0.0,No,Urban,28
27.0,5.0,7.0,10.0,Cloudy,Medium,1,scooter,1.0,No,Urban,11
20.0,4.9,12.0,5.0,Fog,Medium,2,electric_scooter,1.0,No,Metropolitian,36
34.0,4.0,6.0,5.0,Windy,High,0,motorcycle,0.0,No,Metropolitian,45
29.0,4.6,6.0,10.0,Windy,High,2,motorcycle,0.0,No,Metropolitian,12
30.0,4.5,13.0,20.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,24
29.0,4.9,9.0,5.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,12
20.0,4.5,6.0,1035.0,Fog,High,0,motorcycle,0.0,No,Metropolitian,24
28.0,4.5,3.0,5.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,18
21.0,4.9,10.0,75.0,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,18
25.0,2.6,20.0,5.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,34
36.0,5.0,9.0,15.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,34
37.0,4.3,13.0,1270.0,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,42
39.0,4.6,12.0,10.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,15
34.0,4.6,12.0,15.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,43
34.0,4.7,3.0,15.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,16
33.0,4.9,17.0,15.0,Stormy,Low,1,motorcycle,1.0,No,Urban,15
32.0,4.9,19.0,1270.0,Sunny,Medium,1,scooter,1.0,No,Urban,24
24.0,4.6,7.0,10.0,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,27
36.0,4.7,12.0,15.0,Windy,Low,2,scooter,1.0,No,Urban,20
28.0,4.6,16.0,1330.0,Sandstorms,Jam,2,scooter,1.0,No,Urban,25
36.0,4.3,4.0,5.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,34
22.0,4.6,1.0,5.0,Stormy,Low,1,scooter,1.0,No,Urban,11
31.0,4.9,10.0,5.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,30
20.0,4.8,7.0,10.0,Sunny,Jam,2,scooter,1.0,No,Urban,14
37.0,4.8,13.0,5.0,Cloudy,Medium,2,motorcycle,2.0,No,Metropolitian,44
39.0,4.8,4.0,10.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,33
21.0,2.6,19.0,10.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,37
24.0,4.9,11.0,1220.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,31
23.0,4.8,20.0,10.0,Stormy,Medium,1,scooter,1.0,No,Metropolitian,24
38.0,4.8,6.0,10.0,Windy,High,2,scooter,1.0,No,Metropolitian,30
21.0,4.7,10.0,10.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,27
20.0,4.6,10.0,15.0,Stormy,Medium,2,scooter,1.0,No,Urban,17
34.0,4.3,2.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,28
33.0,3.7,12.0,1425.0,Sunny,Jam,1,scooter,0.7446345675136238,No,Metropolitian,33
39.0,4.6,9.0,15.0,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,35
36.0,5.0,4.0,10.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,22
29.566910587697233,4.6337736972250205,9.0,1165.0,Fog,Low,3,motorcycle,1.0,No,Metropolitian,20
25.0,5.0,13.0,10.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,17
28.0,4.8,13.0,70.0,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,16
33.0,4.9,19.0,15.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,44
35.0,3.6,13.0,5.0,Sunny,Jam,1,motorcycle,0.0,No,Urban,31
37.0,4.9,17.0,15.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,25
35.0,4.6,13.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,25
27.0,5.0,1.0,10.0,Sandstorms,Low,1,motorcycle,1.0,No,Urban,13
33.0,4.2,9.0,95.0,Stormy,Jam,0,motorcycle,1.0,No,Urban,32
22.0,4.9,4.0,5.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,27
31.0,4.1,9.0,5.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,32
35.0,4.9,9.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Urban,28
23.0,4.9,1.0,670.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,14
39.0,4.8,6.0,10.0,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,29
29.566910587697233,4.6337736972250205,7.0,5.0,Sunny,Jam,2,motorcycle,1.0,No,Urban,20
29.566910587697233,4.6337736972250205,20.0,1395.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,41
36.0,4.7,16.0,10.0,Cloudy,Medium,0,motorcycle,2.0,No,Metropolitian,38
30.0,4.6,7.0,1420.0,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,17
34.0,4.9,1.0,10.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,16
22.0,4.9,12.0,15.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,16
33.0,4.6,7.0,135.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,25
28.0,4.7,1.0,700.0,Sandstorms,Low,1,motorcycle,1.0,No,Urban,18
21.0,4.6,6.0,10.0,Fog,High,1,motorcycle,1.0,No,Metropolitian,23
29.566910587697233,4.6337736972250205,13.0,1390.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,44
25.0,4.6,7.0,10.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,29
25.0,4.7,7.0,10.0,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,13
23.0,4.7,13.0,10.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,28
21.0,4.8,14.0,10.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,21
26.0,4.7,11.0,15.0,Stormy,Low,1,motorcycle,1.0,No,Urban,11
28.0,4.8,3.0,5.0,Cloudy,High,0,motorcycle,1.0,No,Urban,26
21.0,4.7,10.0,15.0,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,11
29.0,4.9,7.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Urban,22
22.0,4.8,4.0,10.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,21
36.0,4.7,16.0,15.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,30
33.0,5.0,6.0,15.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,17
35.0,4.2,10.0,1215.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,35
34.0,4.8,9.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23
38.0,4.6,7.0,1275.0,Sunny,Medium,2,electric_scooter,1.0,No,Urban,22
29.0,4.5,17.0,5.0,Stormy,Jam,1,scooter,0.0,No,Urban,19
22.0,4.8,6.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Urban,18
36.0,4.9,4.0,95.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,49
22.0,4.4,9.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Urban,36
34.0,4.8,3.0,10.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,19
28.0,4.7,5.0,5.0,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,25
27.0,4.5,20.0,80.0,Stormy,Low,2,electric_scooter,1.0,No,Urban,18
32.0,4.8,12.0,1300.0,Stormy,Low,0,motorcycle,1.0,No,Urban,24
34.0,5.0,10.0,15.0,Cloudy,Jam,2,motorcycle,3.0,Yes,Metropolitian,47
30.0,4.3,13.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,33
38.0,4.4,1.0,15.0,Windy,High,1,scooter,1.0,No,Metropolitian,33
26.0,4.2,6.0,15.0,Windy,High,0,motorcycle,2.0,No,Metropolitian,38
23.0,4.9,16.0,100.0,Windy,Jam,2,motorcycle,0.0,No,Metropolitian,25
33.0,4.9,10.0,15.0,Fog,Jam,1,scooter,0.0,No,Urban,49
34.0,4.9,16.0,15.0,Sandstorms,Medium,2,motorcycle,0.0,No,Metropolitian,26
38.0,4.7,7.0,15.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,33
38.0,4.0,6.0,15.0,Fog,High,0,motorcycle,2.0,No,Metropolitian,34
32.0,4.8,4.0,5.0,Sunny,Low,0,motorcycle,0.7446345675136238,No,Metropolitian,24
23.0,4.8,10.0,5.0,Cloudy,Medium,2,electric_scooter,0.0,No,Metropolitian,25
27.0,4.7,3.0,5.0,Sunny,Low,2,electric_scooter,1.0,No,Urban,21
31.0,5.0,3.0,10.0,Sunny,High,2,scooter,1.0,No,Metropolitian,15
37.0,4.1,3.0,5.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,32
26.0,4.9,4.0,10.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,16
28.0,4.4,13.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,43
28.0,4.1,7.0,10.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,26
29.566910587697233,4.6337736972250205,8.0,1315.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,24
24.0,4.6,10.0,1390.0,Cloudy,Jam,1,scooter,0.7446345675136238,No,Metropolitian,34
24.0,4.6,1.0,10.0,Windy,Low,1,scooter,1.0,No,Urban,16
26.0,5.0,13.0,1295.0,Windy,Low,2,scooter,0.0,No,Metropolitian,17
20.0,4.8,16.0,15.0,Fog,Medium,2,scooter,0.7446345675136238,No,Metropolitian,25
26.0,4.8,7.0,10.0,Fog,Jam,1,scooter,0.0,No,Metropolitian,23
33.0,4.0,10.0,1340.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,39
27.0,4.8,10.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,46
29.566910587697233,4.6337736972250205,12.0,1370.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,38
37.0,4.6,10.0,10.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,47
37.0,4.8,4.0,35.0,Windy,Jam,0,motorcycle,0.0,No,Urban,48
36.0,4.8,3.0,700.0,Cloudy,Low,2,scooter,0.0,No,Metropolitian,19
36.0,4.6,1.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,21
20.0,4.6,12.0,10.0,Fog,Medium,0,motorcycle,1.0,Yes,Metropolitian,44
33.0,4.5,13.0,1330.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,31
34.0,4.9,12.0,1415.0,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,30
38.0,4.8,4.0,5.0,Windy,Medium,2,scooter,1.0,No,Urban,27
20.0,4.8,7.0,5.0,Stormy,Medium,2,scooter,1.0,No,Urban,22
21.0,4.8,5.0,10.0,Stormy,High,2,electric_scooter,1.0,No,Metropolitian,27
26.0,4.7,7.0,10.0,Windy,Medium,2,scooter,0.0,No,Metropolitian,23
30.0,4.8,14.0,15.0,Sunny,Low,1,scooter,0.0,No,Urban,22
25.0,4.7,10.0,5.0,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,22
27.0,4.8,1.0,5.0,Sunny,Low,1,scooter,0.0,No,Urban,22
32.0,4.9,7.0,15.0,Fog,Medium,1,scooter,0.0,No,Metropolitian,18
34.0,4.9,12.0,5.0,Fog,Jam,1,motorcycle,3.0,Yes,Metropolitian,47
22.0,4.3,4.0,5.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,29
37.0,4.6,7.0,10.0,Windy,Low,2,scooter,1.0,No,Metropolitian,26
20.0,4.9,4.0,70.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,17
37.0,4.3,10.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,38
23.0,4.7,6.0,15.0,Stormy,High,1,motorcycle,1.0,No,Metropolitian,28
29.0,4.7,10.0,5.0,Sandstorms,Medium,2,electric_scooter,0.0,No,Urban,25
25.0,4.9,6.0,15.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,18
34.0,4.3,7.0,15.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,31
36.0,4.4,16.0,215.0,Fog,Medium,1,motorcycle,0.0,No,Metropolitian,40
29.0,4.9,1.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Urban,15
28.0,4.6,13.0,1280.0,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,14
37.0,4.1,7.0,5.0,Windy,Jam,1,scooter,0.0,No,Metropolitian,34
35.0,4.5,4.0,10.0,Fog,Medium,2,electric_scooter,0.0,No,Urban,16
23.0,4.3,3.0,15.0,Stormy,Low,0,motorcycle,1.0,No,Urban,21
39.0,4.7,1.0,10.0,Fog,Low,2,scooter,0.0,No,Metropolitian,15
29.0,4.7,7.0,45.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,24
36.0,4.6,9.0,10.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,38
35.0,4.6,10.0,10.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,27
37.0,4.7,6.0,5.0,Fog,High,1,scooter,1.0,No,Metropolitian,37
30.0,4.6,7.0,15.0,Sunny,Medium,1,scooter,1.0,No,Metropolitian,18
34.0,4.6,10.0,5.0,Windy,Jam,2,scooter,1.0,No,Urban,28
50.0,6.0,1.0,735.0,Fog,Low,3,motorcycle,0.0,No,Metropolitian,17
29.566910587697233,4.6337736972250205,4.0,10.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,28
28.0,4.9,7.0,10.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,23
30.0,4.8,5.0,5.0,Sunny,High,1,motorcycle,0.0,No,Metropolitian,16
38.0,4.7,19.0,10.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,39
26.0,4.5,4.0,5.0,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,15
28.0,4.9,13.0,15.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,25
39.0,4.9,20.0,5.0,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,25
34.0,4.7,20.0,15.0,Cloudy,Jam,2,electric_scooter,2.0,No,Metropolitian,38
37.0,4.4,3.0,10.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,43
32.0,4.1,17.0,1295.0,Cloudy,Low,0,motorcycle,2.0,No,Metropolitian,40
22.0,5.0,9.0,15.0,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,23
30.0,5.0,4.0,75.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,19
31.0,4.7,4.0,5.0,Sunny,Low,1,scooter,0.0,No,Metropolitian,14
24.0,4.6,4.0,1305.0,Fog,Low,2,electric_scooter,1.0,No,Urban,10
